ID	age	sex	n_babies	site	year	pop_size	weight
79	4	f	2	2	2001	135	2.0168556813750467
83	13	f	1	2	2001	135	8.949489904051374
85	0	f	1	2	2001	135	-0.383668310127379
86	1	f	2	1	2001	135	9.515797945966217
90	2	f	2	2	2001	135	-0.4433397736113785
91	11	m	2	2	2001	135	-0.9392461532662233
92	10	m	1	2	2001	135	6.711158822287986
99	1	f	0	1	2001	135	4.6198596408328685
101	2	f	2	3	2001	135	NA
107	2	m	0	2	2001	135	NA
108	14	m	0	3	2001	135	-2.9175927077240447
127	10	m	0	1	2001	135	-4.502102153299965
128	6	f	1	3	2001	135	4.373557565464294
141	7	f	2	1	2001	135	8.404712156333368
149	14	m	1	2	2001	135	2.4126356062967464
155	3	f	0	3	2001	135	5.308065033757442
161	0	m	2	3	2001	135	NA
163	8	f	2	1	2001	135	6.705782426326676
177	6	m	1	2	2001	135	-4.1586358795672504
178	4	m	1	1	2001	135	-2.099934038238184
179	7	m	2	3	2001	135	-0.7387300518004878
183	1	m	1	2	2001	135	NA
185	10	m	0	1	2001	135	-1.2523235738741598
191	3	m	2	2	2001	135	-3.513632364269034
194	11	m	0	2	2001	135	0.02951984476117675
195	7	m	2	3	2001	135	-1.6265601178662625
197	15	f	2	3	2001	135	11.732408408056454
204	6	f	2	2	2001	135	7.257138290445624
205	4	m	1	3	2001	135	-9.17264727193249
210	2	m	1	2	2001	135	-2.3016089978899696
213	4	m	1	3	2001	135	-4.363452210965376
214	11	f	2	1	2001	135	8.081382232142635
221	3	m	0	1	2001	135	-4.088839356804555
223	7	f	1	1	2001	135	9.889157894652257
231	12	m	0	3	2001	135	0.8861613918823994
234	8	m	2	1	2001	135	-0.650634531608798
239	5	f	2	2	2001	135	NA
248	0	m	0	1	2001	135	-7.830491951030477
249	1	f	0	1	2001	135	5.730334679022054
252	0	m	0	3	2001	135	NA
255	7	f	2	2	2001	135	8.359117206349186
259	4	f	0	3	2001	135	2.7969016665729454
260	0	f	0	2	2001	135	2.426108317434453
265	6	f	0	3	2001	135	NA
266	6	m	1	3	2001	135	NA
269	2	m	1	3	2001	135	-7.698958730904554
271	0	m	0	3	2001	135	NA
272	4	f	1	1	2001	135	5.421353240784062
282	0	m	0	3	2001	135	-4.9129572021967896
283	3	f	0	3	2001	135	3.6309136816637113
284	1	f	0	1	2001	135	2.464382239841299
288	5	m	0	3	2001	135	NA
289	0	f	1	3	2001	135	NA
291	2	m	2	1	2001	135	-2.156123151322291
295	0	f	0	3	2001	135	3.5885304918295566
296	3	m	0	2	2001	135	-5.434959906879584
308	0	m	1	1	2001	135	-5.903391031379179
313	11	m	1	2	2001	135	-0.7967143940041804
323	10	f	0	1	2001	135	6.111513661034871
329	2	f	1	2	2001	135	4.958895025548444
331	4	m	1	1	2001	135	0.7839236008452312
338	6	f	1	2	2001	135	5.506316742678254
339	10	f	1	2	2001	135	7.4736411590962915
340	2	m	1	2	2001	135	-1.1991465954986962
344	14	m	1	3	2001	135	0.3486935443547372
359	13	f	2	3	2001	135	8.487966176743361
362	6	f	2	3	2001	135	4.0173577131756995
363	6	m	1	2	2001	135	0.05121640575655945
366	0	m	1	2	2001	135	-6.159631692867491
370	2	m	0	2	2001	135	-2.4320813980602787
371	4	f	0	2	2001	135	5.78253100383593
372	0	f	2	3	2001	135	NA
374	8	f	2	2	2001	135	9.099273208151441
375	8	f	2	1	2001	135	8.521573007731355
386	9	m	2	2	2001	135	-3.3903643197820905
387	15	m	0	2	2001	135	0.2648748176857414
390	11	f	2	1	2001	135	6.675798053682036
394	15	m	1	3	2001	135	3.2214178762648653
395	5	f	1	1	2001	135	NA
398	8	m	2	1	2001	135	-1.147107247177254
400	13	f	0	3	2001	135	12.655395459502717
405	2	f	2	1	2001	135	2.233029015030106
412	8	m	0	1	2001	135	-1.436981993064919
419	0	f	1	1	2001	135	-0.5743775472521966
421	4	m	0	1	2001	135	-4.187069351097341
427	5	f	2	2	2001	135	NA
432	1	f	0	1	2001	135	4.414699324322957
436	13	m	0	2	2001	135	NA
438	4	m	2	3	2001	135	-3.4550517836467938
447	7	m	2	3	2001	135	-0.13560057936033926
449	0	m	0	1	2001	135	-3.1745358229089575
454	0	f	2	3	2001	135	4.27605722791075
456	4	m	2	2	2001	135	-5.229580028717538
459	9	m	2	2	2001	135	-2.556808397219429
463	2	m	1	3	2001	135	-6.277903311116548
466	3	f	2	2	2001	135	NA
467	6	f	2	3	2001	135	10.33601778503309
468	0	f	1	2	2001	135	5.679768364265018
469	9	f	0	3	2001	135	9.384187459223012
472	4	f	0	2	2001	135	5.597609624749146
474	2	f	1	2	2001	135	4.0834670131075255
477	13	f	2	2	2001	135	10.6093571834731
481	12	f	0	2	2001	135	14.939953162639219
485	7	f	2	1	2001	135	6.994122669734057
490	0	m	1	2	2001	135	-8.620773842089914
491	10	m	2	3	2001	135	-1.0167423992337596
492	6	m	0	3	2001	135	NA
496	0	m	2	1	2001	135	-6.915791378508622
506	6	f	1	2	2001	135	2.6039357248880077
508	10	f	0	1	2001	135	6.95507000016906
509	0	f	2	3	2001	135	5.83353649551179
513	9	m	2	3	2001	135	-3.0764370383628767
514	10	m	1	1	2001	135	0.9609918520019567
518	1	m	0	2	2001	135	-3.510669850392892
519	0	m	2	1	2001	135	-4.024212268457148
533	3	m	0	3	2001	135	-3.5700773944667024
540	4	f	0	1	2001	135	6.705973266365062
544	6	f	1	2	2001	135	4.814626924914637
552	3	f	1	2	2001	135	3.105567625581632
553	3	f	1	1	2001	135	3.2366839330523645
555	9	f	1	1	2001	135	2.4660058347092053
556	4	f	2	3	2001	135	2.8919165924289825
567	1	f	0	2	2001	135	2.557606445648085
574	0	m	2	1	2001	135	-4.490863681173134
575	4	m	0	2	2001	135	-7.1140092098401935
580	11	m	1	1	2001	135	0.5541959904596376
586	7	f	0	2	2001	135	6.951638898047545
588	1	m	0	2	2001	135	-3.466982966493613
589	1	m	0	2	2001	135	-5.263931250318358
593	3	f	0	3	2001	135	7.579136763755738
595	7	m	2	3	2001	135	-4.409203607791773
605	13	m	0	2	2001	135	0.8170152455014147
607	2	f	1	1	2001	135	5.421219126939039
609	0	f	0	3	2001	135	4.7725282229567005
617	6	f	1	3	2001	135	7.656496729229543
619	1	m	0	1	2001	135	-7.896178475006841
621	15	m	2	1	2001	135	0.651454078921046
623	9	m	0	1	2001	135	NA
626	4	f	1	1	2001	135	NA
633	8	f	2	1	2001	135	5.985062852040217
635	5	f	0	3	2001	135	5.4144568138273454
636	11	f	1	2	2001	135	14.563437362661558
640	7	m	0	2	2001	135	-2.3933115191551058
642	2	f	0	3	2001	135	NA
644	13	m	2	2	2001	135	-5.159024876616037
647	1	m	2	2	2001	135	-4.543450873034506
655	12	f	2	3	2001	135	8.391295277354025
658	15	f	0	3	2001	135	8.802630249894674
660	8	f	2	3	2001	135	NA
662	2	m	1	2	2001	135	-4.28053729738359
667	8	f	0	3	2001	135	10.493623922161964
668	9	m	2	2	2001	135	-1.8802671030198472
669	1	m	2	2	2001	135	-2.809146570901232
675	4	m	2	1	2001	135	-2.7270636422467955
677	12	f	0	2	2001	135	3.040579745322523
678	2	m	2	1	2001	135	-2.8320214612725234
679	5	m	0	1	2001	135	-5.668453147104028
680	2	f	2	2	2001	135	3.6350174830596367
682	7	f	2	3	2001	135	2.5321916581470747
684	3	f	1	3	2001	135	4.634470593475916
686	13	m	0	3	2001	135	-0.6181723409242125
696	13	m	1	3	2001	135	4.6117214164386695
702	7	m	1	2	2001	135	-3.8316290409233806
703	7	m	0	2	2001	135	3.831468993714245
705	0	m	1	2	2001	135	-7.63890282387429
706	6	m	0	3	2001	135	-2.2266592028829115
714	5	f	0	1	2001	135	NA
716	11	f	2	2	2001	135	NA
717	7	m	0	1	2001	135	-0.7360424100343766
729	0	f	2	2	2001	135	1.16771932684592
738	2	m	2	1	2001	135	-7.23480395594825
748	0	m	2	2	2001	135	-6.035349700090431
775	0	m	2	2	2001	135	-7.265600062651789
788	13	m	2	1	2001	135	1.8372839165064716
790	1	f	1	2	2001	135	5.020148350885935
791	8	m	1	1	2001	135	NA
792	8	m	1	3	2001	135	-1.999875616680216
794	2	m	0	3	2001	135	-7.786714767676007
801	3	f	0	3	2001	135	5.514906698748328
802	1	f	0	2	2001	135	2.266906137444303
804	9	m	2	2	2001	135	-4.580683180306668
815	2	f	1	2	2001	135	NA
819	8	f	1	1	2001	135	NA
822	7	f	0	2	2001	135	1.8899080428715924
823	4	f	2	1	2001	135	4.38108636462146
824	3	f	0	3	2001	135	3.4056126032000615
825	14	f	0	3	2001	135	9.98006285055023
842	6	m	1	2	2001	135	-0.762306113894679
845	8	m	1	1	2001	135	-3.083798469403277
846	13	f	2	2	2001	135	10.653684361655674
847	5	f	2	1	2001	135	2.34239473335965
855	0	m	0	1	2001	135	-4.007733010461933
867	2	m	0	1	2001	135	-5.106197066695372
871	3	m	2	2	2001	135	-5.22344079751214
876	3	m	1	3	2001	135	-2.7171933143903653
881	8	m	2	1	2001	135	-3.367794012638652
885	6	f	2	2	2001	135	6.369809125099092
891	6	f	0	2	2001	135	9.016044788582176
893	5	m	1	2	2001	135	-2.0355429059448285
895	9	f	0	3	2001	135	6.236256182888054
897	1	f	1	2	2001	135	2.2532478982781976
900	7	f	1	1	2001	135	4.633186817630598
901	7	m	1	2	2001	135	-1.1167612052405345
906	11	f	2	3	2001	135	7.5259668469541925
11	0	m	0	3	2002	152	-8.369876906562274
18	7	f	0	3	2002	152	10.733338651996705
21	1	f	0	1	2002	152	2.75811708082752
22	5	f	1	1	2002	152	5.45727838819287
30	1	f	2	1	2002	152	-1.195623582378457
31	12	m	1	3	2002	152	-7.0760447524224235
37	14	m	1	3	2002	152	0.4612678936298008
44	3	m	2	3	2002	152	-3.273103622139431
45	14	m	0	1	2002	152	0.5634676345873537
47	0	m	2	3	2002	152	-3.3576213691217793
51	11	f	0	1	2002	152	8.371334403734494
52	6	m	2	3	2002	152	NA
54	16	m	1	1	2002	152	0.7232980871877058
58	8	m	2	1	2002	152	0.20256787095295253
65	7	m	2	2	2002	152	NA
70	1	m	1	1	2002	152	-2.3316932533985653
79	5	f	1	2	2002	152	6.888232055048363
83	14	f	2	2	2002	152	8.550148067322414
85	1	f	2	2	2002	152	5.365120020812843
86	2	f	0	1	2002	152	6.079647061919924
90	3	f	0	2	2002	152	2.422035125740334
91	12	m	2	2	2002	152	-5.0979859274368895
92	11	m	0	2	2002	152	-2.2634232174061615
101	3	f	1	3	2002	152	4.681614454765801
107	3	m	2	2	2002	152	-2.7232218862226327
127	11	m	2	1	2002	152	-5.185751251020561
128	7	f	2	3	2002	152	4.356019304070173
136	0	f	2	3	2002	152	6.808383769917747
141	8	f	1	1	2002	152	1.509710396835277
149	15	m	2	2	2002	152	-0.4703506774125211
154	0	m	2	3	2002	152	-8.051949659781965
155	4	f	1	3	2002	152	5.321326791777477
159	0	f	2	2	2002	152	0.39038241189400896
161	1	m	2	3	2002	152	-4.973553879604478
163	9	f	0	1	2002	152	6.871877860241767
177	7	m	1	2	2002	152	-3.9662005311034068
178	5	m	2	1	2002	152	-5.210312207149263
179	8	m	1	3	2002	152	-8.278353169312249
183	2	m	2	2	2002	152	-4.4772435792660685
185	11	m	0	1	2002	152	NA
191	4	m	2	2	2002	152	-2.8946001810945807
194	12	m	2	2	2002	152	0.08769897277265953
195	8	m	0	3	2002	152	-13.176786103778426
204	7	f	1	2	2002	152	5.406000600515739
205	5	m	0	3	2002	152	-6.718072399793071
210	3	m	2	2	2002	152	-4.139576167114919
213	5	m	2	3	2002	152	-7.4347435324884295
214	12	f	1	1	2002	152	5.195449971577888
221	4	m	2	1	2002	152	-5.343552506668331
223	8	f	0	1	2002	152	7.287068726455523
234	9	m	1	1	2002	152	-0.22787480469670007
239	6	f	2	2	2002	152	8.881863710592631
245	0	f	1	3	2002	152	2.7723021952828524
247	0	f	2	1	2002	152	3.993492144759249
248	1	m	2	1	2002	152	-8.513427845610273
249	2	f	2	1	2002	152	0.31789532686669286
252	1	m	2	3	2002	152	-6.24579993692792
255	8	f	1	2	2002	152	1.6815956909150898
259	5	f	1	3	2002	152	6.073662281401885
260	1	f	2	2	2002	152	6.4055322049143655
265	7	f	0	3	2002	152	4.6428983635049645
266	7	m	2	3	2002	152	-5.354996024769143
269	3	m	0	3	2002	152	-4.639438929797767
272	5	f	0	1	2002	152	6.688501483197937
282	1	m	1	3	2002	152	-8.601474776372806
283	4	f	2	3	2002	152	2.9680793093500926
284	2	f	0	1	2002	152	2.126826720425153
288	6	m	2	3	2002	152	-2.364353014903772
289	1	f	2	3	2002	152	4.336136938490711
291	3	m	0	1	2002	152	-10.256182208531296
295	1	f	2	3	2002	152	5.0361575688353035
296	4	m	1	2	2002	152	NA
308	1	m	0	1	2002	152	-4.771590416685622
313	12	m	0	2	2002	152	-3.634865451785993
323	11	f	0	1	2002	152	8.776805772403094
329	3	f	0	2	2002	152	1.1770045746602416
331	5	m	0	1	2002	152	-4.937032817955674
338	7	f	0	2	2002	152	7.519379684814558
339	11	f	1	2	2002	152	8.380263810780832
340	3	m	2	2	2002	152	-5.092554070296475
344	15	m	1	3	2002	152	3.813017659939692
348	0	m	1	3	2002	152	-6.012450758052558
359	14	f	2	3	2002	152	9.359168138418513
362	7	f	0	3	2002	152	8.70708628610222
363	7	m	0	2	2002	152	-1.5642601345737759
366	1	m	2	2	2002	152	-1.4756512636242456
370	3	m	0	2	2002	152	-4.770719385903382
371	5	f	0	2	2002	152	1.84214604357016
372	1	f	2	3	2002	152	0.9057919064687834
374	9	f	0	2	2002	152	6.2709061573248714
375	9	f	1	1	2002	152	11.356906290456706
384	0	m	0	1	2002	152	-13.128504242963855
386	10	m	2	2	2002	152	NA
390	12	f	1	1	2002	152	3.40434202409189
395	6	f	0	1	2002	152	8.599349952799898
398	9	m	1	1	2002	152	-0.5561692536219329
405	3	f	1	1	2002	152	5.570438315485498
412	9	m	2	1	2002	152	-1.0424702309678153
419	1	f	1	1	2002	152	7.074366221435376
421	5	m	2	1	2002	152	-1.679728361198506
426	0	f	2	1	2002	152	5.200317216230101
427	6	f	0	2	2002	152	4.000418982193251
432	2	f	2	1	2002	152	4.676229394050875
436	14	m	0	2	2002	152	3.345924321351109
438	5	m	0	3	2002	152	-4.5096821127290285
449	1	m	2	1	2002	152	-7.027521042686963
454	1	f	1	3	2002	152	7.746165982144913
456	5	m	0	2	2002	152	-4.5222056297791005
459	10	m	2	2	2002	152	-0.1641193410285295
463	3	m	2	3	2002	152	-2.8364036461700546
466	4	f	1	2	2002	152	8.094540219689353
467	7	f	1	3	2002	152	NA
468	1	f	2	2	2002	152	5.880424057147968
469	10	f	2	3	2002	152	3.0441303421767993
474	3	f	0	2	2002	152	7.588135443076053
477	14	f	0	2	2002	152	7.928784627947813
481	13	f	0	2	2002	152	10.884714642754725
485	8	f	0	1	2002	152	3.237833084782239
490	1	m	2	2	2002	152	-11.840203063022532
491	11	m	0	3	2002	152	-1.6142817850439386
492	7	m	1	3	2002	152	0.1607437515790222
496	1	m	1	1	2002	152	-9.328490518438887
498	0	f	1	1	2002	152	NA
503	0	m	0	2	2002	152	-6.107133336482131
506	7	f	0	2	2002	152	NA
508	11	f	0	1	2002	152	7.118488829160723
509	1	f	1	3	2002	152	-0.017732592528041602
513	10	m	2	3	2002	152	-2.9727267242565247
514	11	m	1	1	2002	152	-3.81852072631494
516	0	f	1	1	2002	152	2.59800548469306
518	2	m	2	2	2002	152	-2.369992909458719
519	1	m	1	1	2002	152	-5.184422860122211
533	4	m	1	3	2002	152	NA
540	5	f	2	1	2002	152	2.7914478973979313
544	7	f	1	2	2002	152	8.826346867865741
552	4	f	1	2	2002	152	0.4370644388507898
553	4	f	2	1	2002	152	5.630769232256049
555	10	f	2	1	2002	152	7.176794127775085
556	5	f	1	3	2002	152	5.576347280981868
558	0	f	1	3	2002	152	5.164297168118412
567	2	f	2	2	2002	152	1.8602243814841937
574	1	m	2	1	2002	152	-4.737749873199977
575	5	m	1	2	2002	152	-6.899274200504167
580	12	m	2	1	2002	152	1.5474865349894062
583	0	f	0	3	2002	152	3.698261096729861
586	8	f	2	2	2002	152	3.06257124748619
588	2	m	0	2	2002	152	-7.636868014089257
589	2	m	0	2	2002	152	-6.515185508632468
593	4	f	1	3	2002	152	5.77175117799247
595	8	m	1	3	2002	152	-5.23934074131528
605	14	m	1	2	2002	152	-5.162442378833117
607	3	f	0	1	2002	152	NA
609	1	f	2	3	2002	152	7.594234757167167
617	7	f	2	3	2002	152	7.77305195202011
619	2	m	0	1	2002	152	-3.5062635193491443
623	10	m	2	1	2002	152	-7.737464884486021
626	5	f	2	1	2002	152	8.9949087737839
633	9	f	1	1	2002	152	13.924853249657653
635	6	f	0	3	2002	152	5.23745273151052
636	12	f	0	2	2002	152	11.856648002271118
640	8	m	2	2	2002	152	-2.529280946272423
642	3	f	0	3	2002	152	6.196890970947661
643	0	m	2	2	2002	152	-6.397993261469892
644	14	m	0	2	2002	152	-1.0917030546477962
647	2	m	2	2	2002	152	-3.7519923192986813
655	13	f	2	3	2002	152	6.809991399822619
660	9	f	0	3	2002	152	5.40307063503723
662	3	m	2	2	2002	152	-4.724005258686582
668	10	m	2	2	2002	152	-4.475617072626771
675	5	m	1	1	2002	152	-6.666303667447622
678	3	m	0	1	2002	152	-4.732613111848928
679	6	m	2	1	2002	152	-6.4300131771487274
680	3	f	2	2	2002	152	8.193802029077112
682	8	f	0	3	2002	152	11.310529501072164
684	4	f	2	3	2002	152	1.639158725123498
685	0	f	0	3	2002	152	NA
696	14	m	1	3	2002	152	-2.3239457832932633
702	8	m	2	2	2002	152	-11.458261311456909
703	8	m	1	2	2002	152	-2.2909699585573042
705	1	m	2	2	2002	152	-1.0395846592345677
706	7	m	2	3	2002	152	-2.4374165896362836
714	6	f	1	1	2002	152	5.488789660152247
716	12	f	0	2	2002	152	10.216847419234833
717	8	m	0	1	2002	152	NA
720	0	f	1	1	2002	152	3.1449396870146624
729	1	f	2	2	2002	152	-0.5411431211934674
738	3	m	0	1	2002	152	-7.710752107721664
748	1	m	0	2	2002	152	-4.971784655607561
775	1	m	2	2	2002	152	-6.354443946927534
788	14	m	0	1	2002	152	-1.2342695707256321
791	9	m	0	1	2002	152	-7.237598989339491
792	9	m	1	3	2002	152	-0.8585961746288421
794	3	m	1	3	2002	152	-4.982994135534013
802	2	f	0	2	2002	152	5.85630286308444
804	10	m	2	2	2002	152	-3.1852092314118425
815	3	f	1	2	2002	152	6.75507698725742
819	9	f	1	1	2002	152	NA
822	8	f	0	2	2002	152	5.51824022138678
823	5	f	0	1	2002	152	NA
824	4	f	2	3	2002	152	8.405372780504255
825	15	f	2	3	2002	152	9.871678053876781
829	0	m	1	1	2002	152	-9.007991957482428
842	7	m	0	2	2002	152	-4.267064355400397
846	14	f	0	2	2002	152	11.177675633375065
847	6	f	0	1	2002	152	3.6354382752588728
855	1	m	0	1	2002	152	-7.90541051172
867	3	m	2	1	2002	152	-7.059503273801621
871	4	m	1	2	2002	152	-6.941959622944302
876	4	m	0	3	2002	152	-3.2097913975207524
881	9	m	0	1	2002	152	-1.996211591906413
885	7	f	0	2	2002	152	3.671675304755654
893	6	m	0	2	2002	152	-3.0887103868909205
895	10	f	0	3	2002	152	6.144208330207448
897	2	f	2	2	2002	152	5.273034519267776
900	8	f	1	1	2002	152	6.609523910894089
901	8	m	0	2	2002	152	-2.5914688036087368
906	12	f	2	3	2002	152	12.150689222279674
1	0	m	2	1	2003	130	-6.994175811940434
11	1	m	2	3	2003	130	-1.6485386922321557
18	8	f	1	3	2003	130	9.38091014897833
21	2	f	2	1	2003	130	2.3901035749201758
22	6	f	2	1	2003	130	3.757254092036234
30	2	f	2	1	2003	130	3.894418995237743
37	15	m	1	3	2003	130	4.841079334901978
39	0	f	0	2	2003	130	5.78225097549033
44	4	m	1	3	2003	130	-1.7535713261105177
45	15	m	2	1	2003	130	3.613862846224761
47	1	m	2	3	2003	130	-3.210365650202368
51	12	f	0	1	2003	130	6.181355732491128
52	7	m	1	3	2003	130	-4.4171848118767265
58	9	m	1	1	2003	130	-5.590335336013442
63	0	f	2	1	2003	130	1.4964171722987838
65	8	m	2	2	2003	130	NA
70	2	m	1	1	2003	130	-1.823708010253613
79	6	f	0	2	2003	130	9.524079500982563
82	0	f	0	2	2003	130	3.576356766099069
83	15	f	1	2	2003	130	10.82452235116286
85	2	f	1	2	2003	130	4.178564784118106
86	3	f	0	1	2003	130	2.9971283371941713
90	4	f	0	2	2003	130	NA
91	13	m	1	2	2003	130	3.362146496205529
92	12	m	1	2	2003	130	-3.253720791410709
101	4	f	0	3	2003	130	NA
107	4	m	1	2	2003	130	-7.092321103172317
127	12	m	1	1	2003	130	-0.09454673787965939
128	8	f	0	3	2003	130	8.024040941862042
133	0	m	1	1	2003	130	-4.434878729389359
136	1	f	0	3	2003	130	4.232684303692198
141	9	f	1	1	2003	130	8.801888014238612
149	16	m	0	2	2003	130	1.5269771177710925
154	1	m	1	3	2003	130	-3.044389080141608
155	5	f	2	3	2003	130	9.003133958943792
161	2	m	0	3	2003	130	-4.276176457460549
163	10	f	0	1	2003	130	6.356318369838265
165	0	m	2	3	2003	130	-5.016089013052435
177	8	m	1	2	2003	130	-5.058154629736854
178	6	m	1	1	2003	130	-2.097353900616516
179	9	m	2	3	2003	130	-2.6802038289608454
183	3	m	2	2	2003	130	-1.3052389783682274
191	5	m	1	2	2003	130	-3.8661143495849446
195	9	m	0	3	2003	130	-1.1010791737593042
204	8	f	0	2	2003	130	6.123896955652742
210	4	m	2	2	2003	130	-5.579981558000247
213	6	m	1	3	2003	130	-7.225402188418273
214	13	f	1	1	2003	130	10.620505773496097
221	5	m	1	1	2003	130	-2.63108714456733
223	9	f	1	1	2003	130	11.774349702622773
234	10	m	2	1	2003	130	-1.5915639677707543
239	7	f	2	2	2003	130	3.0323079821402743
245	1	f	0	3	2003	130	2.2494623950020216
247	1	f	1	1	2003	130	5.587463802843738
248	2	m	1	1	2003	130	-5.207648331179199
249	3	f	1	1	2003	130	4.582584832519346
252	2	m	2	3	2003	130	-1.8321388377003611
255	9	f	0	2	2003	130	7.965754986313398
259	6	f	0	3	2003	130	10.939527419679267
260	2	f	2	2	2003	130	4.004410801694067
265	8	f	2	3	2003	130	10.559746449065273
266	8	m	0	3	2003	130	-2.0157734402396255
269	4	m	0	3	2003	130	-5.333819205651037
272	6	f	1	1	2003	130	3.91025002871769
282	2	m	2	3	2003	130	-3.2394144457310894
283	5	f	1	3	2003	130	5.985263829792159
284	3	f	2	1	2003	130	3.657041523135238
285	0	m	0	3	2003	130	-9.183595087751733
288	7	m	2	3	2003	130	-1.8598217544059117
289	2	f	2	3	2003	130	4.4503728664753925
295	2	f	2	3	2003	130	0.8665470591883767
296	5	m	1	2	2003	130	-1.5137684575850945
313	13	m	0	2	2003	130	0.8544157681085149
323	12	f	2	1	2003	130	4.250786754345324
329	4	f	0	2	2003	130	3.2407127248921666
331	6	m	0	1	2003	130	-1.430634025196155
339	12	f	0	2	2003	130	8.07614766179912
340	4	m	1	2	2003	130	NA
348	1	m	0	3	2003	130	-3.9181242428125955
362	8	f	2	3	2003	130	4.47596680366962
363	8	m	1	2	2003	130	-1.215964346590495
366	2	m	2	2	2003	130	-8.74954353427383
370	4	m	2	2	2003	130	-0.8634539185668515
372	2	f	2	3	2003	130	3.3487900942691744
374	10	f	1	2	2003	130	9.956387122604255
375	10	f	0	1	2003	130	4.777017053597186
383	0	m	2	1	2003	130	-4.986243749160397
384	1	m	1	1	2003	130	-5.549498069990329
386	11	m	1	2	2003	130	-0.605410290572223
390	13	f	1	1	2003	130	9.564568345361764
395	7	f	1	1	2003	130	7.104912514555684
398	10	m	0	1	2003	130	0.5034958962405732
405	4	f	2	1	2003	130	4.272733428390236
407	0	m	2	3	2003	130	-6.6469912846444315
412	10	m	1	1	2003	130	1.1184223766428
419	2	f	2	1	2003	130	2.8614980999337742
426	1	f	2	1	2003	130	8.535402561932347
432	3	f	1	1	2003	130	NA
436	15	m	1	2	2003	130	2.1497367275575456
438	6	m	0	3	2003	130	1.230981056297105
449	2	m	1	1	2003	130	-2.1611537788488238
454	2	f	2	3	2003	130	4.936381596972957
456	6	m	0	2	2003	130	-3.4142948248160176
459	11	m	1	2	2003	130	-0.047004058736755006
463	4	m	0	3	2003	130	-1.131592701119672
466	5	f	1	2	2003	130	4.3636651190647004
467	8	f	1	3	2003	130	5.491469825831671
468	2	f	1	2	2003	130	4.5841880330252645
469	11	f	2	3	2003	130	8.67389687296402
474	4	f	2	2	2003	130	NA
477	15	f	1	2	2003	130	9.850333453678335
481	14	f	2	2	2003	130	10.073979694779792
485	9	f	1	1	2003	130	NA
490	2	m	0	2	2003	130	NA
491	12	m	1	3	2003	130	1.841890750941316
492	8	m	1	3	2003	130	NA
498	1	f	1	1	2003	130	3.3939076594843716
503	1	m	0	2	2003	130	-6.518825216954853
506	8	f	2	2	2003	130	7.771096054289025
508	12	f	1	1	2003	130	8.190957630943174
509	2	f	2	3	2003	130	5.030348177153541
513	11	m	2	3	2003	130	NA
514	12	m	1	1	2003	130	1.762203542559114
516	1	f	1	1	2003	130	2.306822556549295
518	3	m	0	2	2003	130	-0.9516632157027206
533	5	m	1	3	2003	130	-2.0021817557008768
540	6	f	2	1	2003	130	8.884046498522348
541	0	m	2	1	2003	130	-6.420937608381728
544	8	f	0	2	2003	130	6.7808282494182395
552	5	f	2	2	2003	130	4.506795401346193
553	5	f	2	1	2003	130	5.957204501852986
555	11	f	0	1	2003	130	10.623299470474056
556	6	f	0	3	2003	130	5.395212152643949
558	1	f	1	3	2003	130	7.69614611124792
560	0	m	2	3	2003	130	-4.527154246485821
567	3	f	0	2	2003	130	5.238258695041522
574	2	m	1	1	2003	130	-4.421778793961877
575	6	m	1	2	2003	130	-7.310531945423975
580	13	m	2	1	2003	130	-0.5031229051905475
583	1	f	0	3	2003	130	8.356517162429226
586	9	f	2	2	2003	130	6.304147980551154
589	3	m	2	2	2003	130	1.098868185969027
595	9	m	2	3	2003	130	-0.8416985173915097
605	15	m	0	2	2003	130	-0.9336092069047031
607	4	f	1	1	2003	130	7.243772177484987
609	2	f	0	3	2003	130	4.534663166900288
617	8	f	2	3	2003	130	2.807561161049399
619	3	m	0	1	2003	130	-4.857288253332383
623	11	m	1	1	2003	130	0.7427412218872322
626	6	f	1	1	2003	130	4.232576760162317
633	10	f	0	1	2003	130	6.3986282259561635
635	7	f	0	3	2003	130	5.469229764241805
636	13	f	0	2	2003	130	9.427318114258837
640	9	m	2	2	2003	130	0.37640965154137773
642	4	f	0	3	2003	130	4.326172877357854
643	1	m	0	2	2003	130	-5.083957986290636
647	3	m	2	2	2003	130	-6.11998226648077
655	14	f	1	3	2003	130	11.601485670436631
660	10	f	0	3	2003	130	4.336911133404383
662	4	m	2	2	2003	130	-0.9293623466119612
668	11	m	0	2	2003	130	1.661619069188895
675	6	m	1	1	2003	130	-5.076712141616429
678	4	m	2	1	2003	130	-8.373343332137027
679	7	m	2	1	2003	130	-5.125081523945466
680	4	f	2	2	2003	130	2.3210917730061356
682	9	f	0	3	2003	130	12.088789051654262
684	5	f	0	3	2003	130	6.73424431072182
685	1	f	0	3	2003	130	3.8796252973212195
696	15	m	0	3	2003	130	2.266719968556273
702	9	m	2	2	2003	130	5.385321545679518
703	9	m	0	2	2003	130	-1.8693937803438212
705	2	m	2	2	2003	130	-2.946589594469552
706	8	m	1	3	2003	130	-6.698198670732107
714	7	f	0	1	2003	130	9.94723825322416
716	13	f	0	2	2003	130	11.695733687590385
717	9	m	1	1	2003	130	-0.18820632697111567
720	1	f	2	1	2003	130	NA
729	2	f	0	2	2003	130	NA
738	4	m	2	1	2003	130	-0.3338536998966487
